Loja,Item,Tamanho,Quantidade,Valor
Loja 6,Camiseta Mang Long,G,1,59.9
Loja 7,Blusa,PP,9,95.11
Loja 1,Baby Look,GG,4,14.79
Loja 9,Macacão,M,2,82.96
Loja 9,Shorts Academia,GG,2,12.97
Loja 10,Bermuda,M,3,89.67
Loja 3,Legging,P,8,54.34
Loja 9,Blazer,P,2,27.7
Loja 2,Calça Skini,G,7,48.12
Loja 9,Blusa,P,7,31.49
Loja 4,Legging,GG,3,51.28
Loja 2,Jaqueta,PP,4,11.92
Loja 10,Calça Fem,PP,9,47.03
Loja 7,Calça Skini,GG,7,60.18
Loja 10,Baby Look,P,8,55.79
Loja 4,Calça Fem,M,1,53.77
Loja 5,Pijama,P,3,48.34
Loja 8,Jaqueta,EGG,10,70.38
Loja 7,Calça Masc,PP,8,24.69
Loja 10,Blusa,EGG,6,13.27
Loja 4,Camiseta Mang Long,G,8,62.54
Loja 4,Legging,M,6,88.41
Loja 3,Macacão,GG,2,30.73
Loja 7,Bermuda,EGG,6,37.9
Loja 2,Jaqueta,G,10,17.4
Loja 5,Macacão,GG,6,44.53
Loja 5,Moletom,M,9,52.58
Loja 3,Calça Masc,EGG,2,46.15
Loja 4,Macacão,PP,5,18.38
Loja 7,Calça Masc,GG,8,45.84
Loja 6,Blazer,GG,9,83.41
Loja 9,Blazer,P,4,51.51
Loja 4,Pijama,GG,2,70.52
Loja 8,Shorts Academia,EGG,10,86.9
Loja 5,Moletom,G,9,76.28
Loja 8,Camiseta,P,4,99.61
Loja 5,Calça Fem,P,9,33.48
Loja 4,Camiseta,GG,10,30.8
Loja 10,Baby Look,G,4,31.24
Loja 9,Vestido,G,3,20.0
Loja 9,Blusa,G,3,72.44
Loja 4,Vestido,GG,4,16.9
Loja 9,Calça Fem,P,1,95.32
Loja 7,Moletom,P,9,63.21
Loja 1,Calça Skini,G,10,36.12
Loja 9,Pijama,GG,2,41.44
Loja 3,Blusa,PP,7,96.04
Loja 10,Calça Camuflada,EGG,6,10.43
Loja 1,Moletom,G,3,66.13
Loja 6,Top,G,4,72.25
Loja 5,Calça Camuflada,GG,5,62.12
Loja 9,Bermuda,M,10,70.01
Loja 5,Calça Masc,EGG,1,56.76
Loja 8,Calça Masc,PP,4,35.52
Loja 4,Jaqueta,EGG,6,93.79
Loja 7,Blazer,P,6,98.92
Loja 3,Camiseta,P,10,52.02
Loja 10,Pijama,M,4,83.83
Loja 5,Calça Fem,P,1,17.9
Loja 9,Baby Look,PP,6,98.12
Loja 2,Bermuda,EGG,6,15.33
Loja 5,Baby Look,P,7,66.09
Loja 3,Pijama,M,4,36.21
Loja 9,Legging,GG,4,35.33
Loja 8,Moletom,M,1,33.53
Loja 10,Calça Fem,PP,8,43.61
Loja 7,Pijama,M,7,45.59
Loja 7,Calça Masc,PP,9,39.37
Loja 9,Camiseta,M,8,25.95
Loja 6,Calça Masc,PP,3,63.18
Loja 3,Pijama,EGG,4,14.77
Loja 1,Calça Skini,G,6,24.01
Loja 4,Calça Skini,M,9,23.78
Loja 2,Baby Look,M,3,39.35
Loja 3,Pijama,PP,6,96.21
Loja 10,Shorts Academia,EGG,6,65.26
Loja 10,Calça Skini,G,2,40.68
Loja 5,Calça Masc,PP,9,74.76
Loja 3,Blazer,M,10,49.11
Loja 5,Camiseta Mang Long,GG,10,70.19
Loja 8,Blusa,M,5,10.06
Loja 1,Regata,GG,4,41.23
Loja 7,Baby Look,EGG,1,13.39
Loja 6,Regata,EGG,5,39.52
Loja 8,Calça Masc,PP,9,97.36
Loja 7,Pijama,M,7,24.96
Loja 8,Blazer,G,3,51.03
Loja 1,Camiseta Mang Long,P,1,30.51
Loja 8,Calça Skini,GG,4,81.25
Loja 5,Regata,EGG,3,41.3
Loja 3,Bermuda,PP,5,63.19
Loja 6,Baby Look,P,6,67.72
Loja 7,Pijama,EGG,5,96.1
Loja 7,Camiseta,PP,9,53.81
Loja 5,Top,PP,4,67.91
Loja 3,Shorts Academia,P,9,33.79
Loja 1,Calça Camuflada,P,7,80.72
Loja 9,Jaqueta,G,6,50.95
Loja 3,Moletom,PP,9,44.43
Loja 3,Blazer,GG,8,65.39
Loja 6,Baby Look,GG,9,26.28
Loja 9,Legging,GG,7,23.14
Loja 4,Baby Look,M,10,48.86
Loja 6,Calça Skini,M,2,44.14
Loja 5,Calça Masc,P,5,45.52
Loja 1,Calça Skini,M,5,94.15
Loja 9,Pijama,M,7,79.55
Loja 10,Blusa,EGG,10,60.3
Loja 6,Shorts,G,8,48.94
Loja 2,Pijama,GG,1,35.68
Loja 7,Legging,G,2,32.6
Loja 4,Camiseta,G,10,14.44
Loja 9,Camiseta,EGG,7,84.47
Loja 10,Bermuda,P,8,73.2
Loja 3,Calça Masc,PP,4,75.43
Loja 3,Jaqueta,P,2,33.03
Loja 5,Calça Skini,GG,7,35.44
Loja 8,Top,PP,9,78.32
Loja 8,Shorts,EGG,2,95.74
Loja 6,Blusa,GG,1,90.98
Loja 3,Pijama,EGG,6,58.88
Loja 9,Vestido,GG,6,55.23
Loja 5,Shorts Academia,M,7,47.92
Loja 10,Blazer,EGG,3,55.89
Loja 6,Top,PP,7,23.06
Loja 7,Calça Fem,M,5,92.87
Loja 5,Regata,PP,8,13.9
Loja 2,Shorts,M,6,16.45
Loja 10,Blazer,G,2,60.61
Loja 1,Macacão,GG,8,11.5
Loja 9,Legging,GG,6,91.35
Loja 5,Vestido,M,2,89.59
Loja 9,Bermuda,EGG,8,41.59
Loja 5,Macacão,PP,5,70.2
Loja 3,Camiseta,P,4,14.61
Loja 7,Shorts,EGG,2,66.51
Loja 1,Calça Masc,GG,3,38.12
Loja 2,Shorts,PP,7,46.81
Loja 10,Shorts,M,6,18.24
Loja 1,Camiseta Mang Long,GG,1,18.0
Loja 8,Legging,EGG,6,41.31
Loja 1,Jaqueta,EGG,9,14.26
Loja 3,Blazer,G,7,78.88
Loja 2,Bermuda,P,2,21.63
Loja 5,Blazer,M,9,75.21
Loja 10,Vestido,EGG,1,84.69
Loja 1,Legging,G,4,84.03
Loja 7,Calça Camuflada,M,10,80.21
Loja 9,Bermuda,PP,8,20.54
Loja 4,Moletom,P,6,85.6
Loja 1,Shorts Academia,EGG,3,56.86
Loja 8,Calça Camuflada,M,5,97.0
Loja 5,Legging,GG,7,98.3
Loja 1,Legging,GG,4,70.93
Loja 3,Blusa,M,4,55.52
Loja 1,Jaqueta,P,7,16.38
Loja 3,Baby Look,GG,4,16.25
Loja 8,Shorts Academia,M,3,19.13
Loja 8,Camiseta,EGG,5,28.84
Loja 2,Calça Skini,PP,2,64.2
Loja 5,Baby Look,EGG,3,19.42
Loja 6,Bermuda,M,5,60.24
Loja 2,Baby Look,GG,9,15.38
Loja 8,Jaqueta,M,5,70.25
Loja 9,Blusa,P,6,53.86
Loja 10,Legging,G,1,88.61
Loja 3,Baby Look,GG,1,79.7
Loja 10,Top,P,8,11.44
Loja 4,Camiseta,EGG,8,53.98
Loja 5,Pijama,PP,2,47.67
Loja 3,Shorts,PP,7,57.73
Loja 9,Bermuda,PP,1,74.57
Loja 9,Macacão,PP,7,90.25
Loja 9,Pijama,EGG,1,24.64
Loja 7,Calça Fem,M,8,78.9
Loja 2,Pijama,EGG,7,14.44
Loja 6,Legging,EGG,7,26.19
Loja 6,Baby Look,G,6,36.46
Loja 7,Calça Fem,PP,9,78.85
Loja 1,Moletom,EGG,10,32.31
Loja 6,Moletom,M,10,22.77
Loja 2,Baby Look,PP,6,82.07
Loja 3,Blusa,G,1,93.4
Loja 6,Moletom,EGG,10,36.23
Loja 8,Macacão,EGG,8,23.27
Loja 5,Baby Look,P,9,86.47
Loja 8,Calça Fem,EGG,10,67.1
Loja 9,Baby Look,EGG,2,90.6
Loja 7,Blazer,EGG,1,62.57
Loja 10,Shorts,G,3,16.2
Loja 3,Macacão,EGG,8,67.89
Loja 5,Shorts Academia,G,7,84.77
Loja 9,Camiseta,PP,7,98.54
Loja 9,Bermuda,PP,10,41.7
Loja 8,Baby Look,PP,1,15.21
Loja 1,Calça Fem,EGG,2,38.69
Loja 1,Top,G,1,92.84
Loja 6,Macacão,M,7,41.18
Loja 9,Vestido,P,6,77.52
Loja 7,Blazer,PP,5,94.97
Loja 7,Legging,M,6,30.01
Loja 4,Moletom,EGG,10,31.84
Loja 1,Top,PP,1,65.73
Loja 2,Pijama,EGG,7,97.76
Loja 8,Calça Fem,M,4,20.87
Loja 7,Camiseta,EGG,8,86.83
Loja 7,Legging,M,6,47.67
Loja 10,Vestido,M,1,50.91
Loja 8,Camiseta,P,8,86.13
Loja 10,Calça Camuflada,GG,8,68.32
Loja 10,Vestido,G,10,15.43
Loja 7,Calça Masc,P,9,21.36
Loja 9,Jaqueta,GG,8,15.12
Loja 8,Blazer,M,7,34.68
Loja 9,Blusa,PP,1,59.35
Loja 9,Camiseta Mang Long,GG,2,39.26
Loja 1,Calça Fem,P,9,60.03
Loja 9,Baby Look,PP,4,80.43
Loja 6,Camiseta,M,6,77.58
Loja 10,Camiseta,P,8,24.84
Loja 10,Camiseta,G,3,47.73
Loja 8,Moletom,P,2,27.4
Loja 2,Calça Camuflada,P,7,33.65
Loja 9,Calça Skini,P,10,72.86
Loja 6,Blazer,P,2,11.67
Loja 9,Macacão,M,4,16.22
Loja 4,Regata,PP,2,43.6
Loja 9,Macacão,PP,8,43.69
Loja 5,Jaqueta,P,10,72.6
Loja 5,Calça Camuflada,PP,4,13.5
Loja 4,Baby Look,GG,3,32.74
Loja 4,Pijama,G,8,67.03
Loja 7,Shorts Academia,P,5,78.61
Loja 5,Pijama,M,6,22.13
Loja 4,Camiseta,G,7,95.17
Loja 6,Camiseta,GG,9,11.46
Loja 9,Vestido,P,9,16.57
Loja 9,Calça Camuflada,EGG,8,50.6
Loja 2,Regata,PP,1,23.29
Loja 6,Baby Look,M,10,38.33
Loja 1,Bermuda,M,3,52.09
Loja 10,Blazer,M,2,82.62
Loja 9,Camiseta,M,1,86.23
Loja 10,Jaqueta,M,3,61.37
Loja 8,Legging,G,9,53.11
Loja 1,Shorts Academia,P,8,97.23
Loja 4,Blazer,EGG,8,49.54
Loja 4,Shorts,EGG,8,11.52
Loja 10,Moletom,M,3,62.5
Loja 8,Jaqueta,G,5,17.28
Loja 4,Shorts Academia,GG,2,41.53
Loja 7,Blazer,G,5,83.55
Loja 10,Camiseta Mang Long,M,1,63.68
Loja 3,Shorts Academia,M,6,11.09
Loja 7,Bermuda,G,8,68.66
Loja 6,Calça Fem,EGG,2,53.02
Loja 5,Pijama,M,4,51.26
Loja 2,Camiseta,GG,5,23.56
Loja 2,Camiseta Mang Long,G,8,54.61
Loja 6,Shorts,GG,8,37.52
Loja 2,Moletom,M,6,42.68
Loja 3,Calça Fem,PP,10,94.82
Loja 8,Calça Masc,P,3,90.26
Loja 9,Calça Fem,PP,4,26.83
Loja 9,Camiseta,EGG,4,36.41
Loja 9,Macacão,P,3,22.64
Loja 5,Blazer,M,8,28.69
Loja 6,Camiseta Mang Long,PP,4,81.93
Loja 1,Shorts Academia,P,9,95.33
Loja 8,Macacão,M,9,87.28
Loja 9,Legging,EGG,7,31.73
Loja 9,Legging,PP,2,11.86
Loja 1,Camiseta Mang Long,P,9,51.85
Loja 9,Shorts,P,1,88.86
Loja 4,Calça Masc,EGG,5,90.81
Loja 4,Calça Camuflada,EGG,1,38.61
Loja 6,Top,GG,4,72.01
Loja 8,Vestido,M,10,83.87
Loja 1,Jaqueta,EGG,9,64.81
Loja 1,Macacão,M,8,23.39
Loja 1,Bermuda,GG,1,48.25
Loja 8,Baby Look,G,7,59.58
Loja 9,Baby Look,PP,4,40.4
Loja 6,Calça Masc,G,3,81.05
Loja 5,Shorts,GG,1,74.53
Loja 1,Blazer,PP,6,61.51
Loja 10,Calça Fem,PP,7,67.9
Loja 7,Blusa,EGG,6,50.76
Loja 3,Shorts,P,4,95.26
Loja 9,Calça Masc,PP,4,89.52
Loja 6,Blusa,G,7,82.41
Loja 5,Blusa,P,2,85.22
Loja 9,Pijama,PP,8,59.49
Loja 7,Shorts Academia,EGG,3,59.19
Loja 1,Blazer,M,2,95.45
Loja 6,Calça Camuflada,EGG,6,45.03
Loja 9,Macacão,P,7,87.04
Loja 7,Shorts Academia,EGG,7,22.15
Loja 10,Macacão,P,1,91.16
Loja 9,Pijama,EGG,2,94.49
Loja 8,Camiseta,M,3,85.37
Loja 10,Pijama,EGG,4,74.77
Loja 7,Blusa,PP,8,46.19
Loja 6,Bermuda,EGG,4,39.48
Loja 8,Moletom,G,8,80.69
Loja 2,Vestido,G,1,13.14
Loja 1,Blazer,PP,10,37.97
Loja 10,Regata,GG,10,82.09
Loja 9,Calça Skini,M,7,20.09
Loja 5,Regata,P,9,83.34
Loja 10,Bermuda,M,7,27.08
Loja 2,Blusa,P,3,65.64
Loja 2,Bermuda,P,3,93.95
Loja 7,Macacão,GG,7,96.8
Loja 6,Calça Camuflada,PP,3,91.91
Loja 1,Moletom,EGG,5,60.27
Loja 10,Blazer,P,5,53.82
Loja 10,Shorts Academia,G,10,75.4
Loja 3,Vestido,PP,4,36.36
Loja 10,Jaqueta,P,9,16.67
Loja 3,Camiseta,EGG,5,96.15
Loja 5,Baby Look,G,2,62.34
Loja 7,Baby Look,P,1,15.2
Loja 9,Shorts Academia,PP,1,74.11
Loja 1,Calça Fem,PP,4,66.04
Loja 9,Jaqueta,G,7,79.82
Loja 3,Calça Fem,M,4,41.93
Loja 8,Legging,EGG,5,94.45
Loja 9,Legging,GG,6,63.05
Loja 7,Jaqueta,P,8,59.48
Loja 7,Regata,P,3,66.24
Loja 3,Calça Masc,G,7,72.27
Loja 2,Blazer,G,8,44.32
Loja 3,Blusa,PP,7,23.24
Loja 9,Shorts,GG,6,45.44
Loja 8,Shorts Academia,M,4,22.67
Loja 2,Pijama,GG,9,39.73
Loja 4,Vestido,G,7,74.56
Loja 9,Moletom,GG,7,12.2
Loja 5,Camiseta,GG,10,75.2
Loja 3,Camiseta,PP,4,57.28
Loja 9,Bermuda,GG,4,45.71
Loja 6,Moletom,GG,5,87.18
Loja 10,Calça Skini,GG,3,85.7
Loja 8,Bermuda,PP,4,51.11
Loja 8,Pijama,PP,7,57.18
Loja 1,Moletom,EGG,9,14.66
Loja 3,Calça Masc,EGG,1,97.72
Loja 2,Macacão,G,1,60.11
Loja 10,Pijama,GG,7,22.43
Loja 9,Macacão,EGG,1,45.74
Loja 4,Pijama,PP,10,11.64
Loja 7,Shorts Academia,G,1,17.97
Loja 8,Moletom,M,10,38.79
Loja 1,Blusa,M,5,45.85
Loja 9,Calça Masc,PP,7,24.72
Loja 10,Calça Fem,EGG,6,86.31
Loja 2,Bermuda,PP,7,64.69
Loja 7,Regata,GG,8,67.48
Loja 7,Blazer,G,3,75.01
Loja 6,Calça Masc,G,7,97.64
Loja 6,Camiseta Mang Long,P,4,66.24
Loja 2,Shorts Academia,EGG,5,44.34
Loja 3,Shorts Academia,GG,9,70.99
Loja 10,Shorts Academia,PP,4,64.47
Loja 6,Legging,PP,8,81.44
Loja 6,Top,G,5,51.98
Loja 8,Calça Fem,P,10,34.5
Loja 8,Regata,M,2,20.76
Loja 7,Calça Masc,G,7,69.58
Loja 1,Camiseta,EGG,3,98.67
Loja 5,Top,EGG,4,70.88
Loja 7,Calça Masc,PP,9,44.31
Loja 6,Legging,EGG,1,42.69
Loja 9,Blazer,GG,1,57.86
Loja 1,Camiseta,GG,6,45.81
Loja 5,Bermuda,GG,6,47.74
Loja 4,Bermuda,M,9,80.48
Loja 4,Baby Look,PP,2,61.39
Loja 4,Pijama,PP,9,97.77
Loja 2,Moletom,P,3,55.98
Loja 7,Calça Skini,M,7,83.2
Loja 5,Calça Skini,EGG,1,67.38
Loja 9,Camiseta Mang Long,P,7,59.23
Loja 10,Pijama,PP,9,54.41
Loja 9,Regata,EGG,3,75.3
Loja 6,Top,M,8,14.26
Loja 1,Bermuda,PP,10,68.36
Loja 4,Blusa,PP,2,31.1
Loja 9,Shorts Academia,EGG,3,14.58
Loja 5,Moletom,P,1,68.54
Loja 9,Calça Camuflada,P,1,51.99
Loja 3,Blazer,G,2,42.88
Loja 8,Camiseta Mang Long,M,10,45.28
Loja 4,Legging,GG,10,54.09
Loja 4,Top,P,9,53.17
Loja 7,Bermuda,G,6,22.44
Loja 9,Camiseta,PP,7,58.38
Loja 10,Baby Look,P,1,53.3
Loja 7,Shorts Academia,G,7,25.95
Loja 7,Baby Look,M,2,64.21
Loja 4,Blusa,EGG,7,61.58
Loja 3,Camiseta,GG,5,79.68
Loja 4,Blazer,GG,5,57.14
Loja 6,Shorts,M,10,75.88
Loja 10,Top,PP,10,76.62
Loja 4,Regata,PP,5,39.2
Loja 1,Regata,G,9,18.27
Loja 4,Blusa,PP,2,95.65
Loja 4,Pijama,P,1,34.46
Loja 6,Calça Camuflada,G,4,22.62
Loja 7,Macacão,M,2,72.13
Loja 3,Calça Camuflada,P,9,16.12
Loja 6,Pijama,PP,3,91.7
Loja 6,Shorts,P,7,14.92
Loja 6,Pijama,GG,2,53.12
Loja 10,Camiseta Mang Long,GG,8,40.28
Loja 1,Bermuda,G,9,82.77
Loja 6,Macacão,PP,1,38.62
Loja 7,Blazer,G,6,68.14
Loja 6,Moletom,M,7,26.91
Loja 5,Jaqueta,EGG,2,58.86
Loja 2,Moletom,PP,7,26.73
Loja 10,Regata,M,3,94.07
Loja 3,Shorts,P,7,46.59
Loja 5,Pijama,M,2,49.93
Loja 3,Blusa,G,5,57.71
Loja 5,Calça Masc,GG,8,61.36
Loja 9,Calça Masc,PP,4,67.11
Loja 9,Legging,G,7,48.59
Loja 2,Vestido,M,6,53.24
Loja 3,Calça Fem,G,3,22.83
Loja 5,Macacão,P,8,53.36
Loja 9,Vestido,PP,10,11.88
Loja 7,Macacão,G,1,18.23
Loja 10,Pijama,EGG,8,72.19
Loja 1,Calça Masc,EGG,7,87.4
Loja 8,Shorts,GG,6,64.57
Loja 6,Calça Fem,EGG,6,51.12
Loja 3,Camiseta Mang Long,M,7,39.26
Loja 2,Legging,EGG,9,64.33
Loja 3,Camiseta,GG,4,32.63
Loja 2,Camiseta Mang Long,P,9,99.85
Loja 3,Pijama,G,1,45.4
Loja 1,Calça Fem,M,7,79.47
Loja 1,Top,M,5,55.32
Loja 1,Legging,M,1,30.42
Loja 8,Blazer,P,8,91.73
Loja 9,Shorts Academia,G,10,69.16
Loja 7,Vestido,GG,4,29.58
Loja 1,Calça Skini,M,7,15.15
Loja 2,Calça Masc,M,9,92.04
Loja 10,Vestido,EGG,10,12.42
Loja 4,Jaqueta,G,4,34.87
Loja 9,Camiseta,EGG,8,79.57
Loja 8,Calça Fem,PP,1,95.74
Loja 5,Blazer,GG,8,50.1
Loja 7,Calça Masc,GG,9,52.23
Loja 3,Camiseta Mang Long,P,7,93.58
Loja 5,Calça Masc,P,5,54.26
Loja 3,Calça Fem,G,2,67.54
Loja 1,Calça Masc,EGG,1,56.41
Loja 9,Legging,P,5,25.5
Loja 2,Calça Masc,GG,7,23.46
Loja 4,Baby Look,PP,2,53.15
Loja 10,Camiseta Mang Long,PP,4,74.49
Loja 7,Bermuda,PP,1,82.5
Loja 3,Pijama,EGG,5,31.64
Loja 8,Vestido,M,1,35.83
Loja 6,Shorts Academia,GG,4,29.53
Loja 8,Camiseta,GG,5,87.91
Loja 7,Legging,M,6,25.91
Loja 8,Blazer,EGG,8,23.51
Loja 6,Regata,PP,5,31.35
Loja 8,Vestido,GG,3,50.03
Loja 6,Bermuda,EGG,5,99.91
Loja 2,Shorts Academia,P,7,89.28
Loja 4,Shorts,M,4,29.64
Loja 7,Baby Look,M,1,22.42
Loja 9,Calça Camuflada,M,9,97.34
Loja 8,Calça Camuflada,M,8,83.26
Loja 5,Moletom,P,9,80.37
Loja 8,Shorts,P,10,36.32
Loja 8,Vestido,GG,8,93.67
Loja 4,Calça Masc,PP,4,36.96
Loja 5,Legging,EGG,3,91.32
Loja 2,Jaqueta,M,4,32.1
Loja 3,Pijama,EGG,2,32.7
Loja 9,Camiseta Mang Long,EGG,1,45.18
Loja 7,Jaqueta,PP,6,45.59
Loja 7,Legging,EGG,10,85.94
Loja 6,Camiseta,PP,6,64.7
Loja 3,Shorts,GG,2,74.3
Loja 7,Camiseta Mang Long,P,8,48.86
Loja 4,Bermuda,M,10,55.62
Loja 10,Blusa,M,4,16.9
Loja 3,Top,M,5,56.15
Loja 9,Blazer,EGG,2,94.46
Loja 2,Blusa,G,3,91.25
Loja 9,Blazer,PP,3,41.09
Loja 2,Moletom,EGG,6,91.58
Loja 5,Top,M,3,97.5
Loja 9,Top,G,2,50.3
Loja 7,Shorts,PP,3,54.81
Loja 3,Calça Fem,EGG,8,70.06
Loja 1,Camiseta Mang Long,G,6,89.76
Loja 6,Shorts,P,10,10.55
Loja 7,Moletom,P,2,59.72
Loja 6,Pijama,G,3,97.38
Loja 10,Jaqueta,GG,9,92.99
Loja 1,Shorts Academia,G,6,15.01
Loja 2,Calça Skini,P,7,38.55
Loja 10,Calça Skini,G,8,15.85
Loja 1,Top,PP,4,19.63
Loja 8,Camiseta Mang Long,G,9,52.06
Loja 7,Calça Camuflada,P,6,56.78
Loja 4,Top,EGG,1,31.25
Loja 9,Jaqueta,GG,8,92.36
Loja 3,Calça Camuflada,GG,8,32.28
Loja 4,Legging,GG,10,78.03
Loja 4,Macacão,G,3,54.91
Loja 5,Shorts,P,1,21.23
Loja 5,Pijama,P,10,76.28
Loja 5,Jaqueta,M,8,15.33
Loja 3,Calça Fem,P,6,50.39
Loja 10,Calça Skini,M,4,49.06
Loja 5,Macacão,GG,5,56.21
Loja 2,Shorts Academia,G,5,83.16
Loja 4,Legging,G,9,19.59
Loja 6,Bermuda,M,10,27.28
Loja 9,Shorts,G,6,43.64
Loja 4,Calça Skini,GG,7,53.9
Loja 9,Baby Look,EGG,3,22.9
Loja 8,Baby Look,EGG,2,23.56
Loja 3,Macacão,P,4,85.07
Loja 9,Pijama,G,6,87.7
Loja 10,Jaqueta,P,4,83.33
Loja 7,Macacão,EGG,5,99.43
Loja 10,Legging,EGG,2,65.43
Loja 9,Shorts Academia,PP,4,36.45
Loja 1,Top,P,8,97.12
Loja 7,Moletom,PP,7,71.95
Loja 3,Calça Skini,EGG,5,99.37
Loja 5,Legging,GG,5,58.56
Loja 6,Bermuda,G,6,36.35
Loja 7,Blusa,G,6,83.79
Loja 3,Camiseta Mang Long,P,4,72.62
Loja 4,Calça Camuflada,P,2,19.36
Loja 5,Calça Camuflada,M,5,30.16
Loja 6,Regata,PP,6,62.66
Loja 2,Calça Fem,PP,7,37.16
Loja 8,Vestido,PP,8,58.43
Loja 1,Pijama,PP,8,74.31
Loja 10,Camiseta Mang Long,GG,3,61.53
Loja 6,Macacão,M,9,20.07
Loja 6,Camiseta,M,5,11.35
Loja 10,Top,G,2,21.96
Loja 6,Shorts,G,6,92.82
Loja 1,Legging,G,9,23.03
Loja 1,Calça Masc,PP,3,93.59
Loja 10,Calça Skini,PP,7,21.7
Loja 1,Legging,P,3,74.6
Loja 7,Moletom,GG,1,24.54
Loja 9,Blusa,G,6,83.11
Loja 4,Macacão,GG,4,65.6
Loja 9,Regata,GG,8,74.14
Loja 1,Calça Skini,P,2,90.0
Loja 1,Calça Skini,P,6,59.58
Loja 8,Legging,P,3,42.35
Loja 5,Top,EGG,1,93.64
Loja 1,Vestido,GG,5,13.88
Loja 8,Blusa,M,1,12.69
Loja 4,Blusa,EGG,6,12.5
Loja 2,Shorts Academia,M,4,96.08
Loja 7,Macacão,PP,2,52.39
Loja 9,Shorts Academia,PP,8,45.02
Loja 5,Blazer,GG,9,53.87
Loja 6,Shorts Academia,P,1,83.91
Loja 9,Regata,G,8,47.26
Loja 6,Blusa,M,3,70.21
Loja 2,Calça Camuflada,GG,4,37.85
Loja 9,Jaqueta,M,1,24.98
Loja 2,Blazer,EGG,1,73.73
Loja 9,Bermuda,G,10,17.92
Loja 1,Regata,M,1,76.63
Loja 2,Bermuda,PP,8,67.51
Loja 10,Macacão,EGG,7,97.86
Loja 8,Camiseta Mang Long,P,3,66.0
Loja 8,Calça Masc,EGG,2,12.28
Loja 5,Vestido,P,6,49.03
Loja 4,Shorts,EGG,6,68.79
Loja 7,Camiseta Mang Long,PP,3,73.65
Loja 10,Blusa,PP,10,41.87
Loja 3,Blusa,EGG,4,85.1
Loja 4,Shorts Academia,PP,2,90.4
Loja 8,Top,PP,3,75.89
Loja 5,Macacão,PP,8,29.97
Loja 4,Shorts,P,5,24.14
Loja 7,Camiseta Mang Long,GG,3,87.64
Loja 7,Macacão,EGG,2,21.11
Loja 3,Pijama,P,9,82.5
Loja 9,Blazer,PP,9,77.14
Loja 10,Blusa,P,3,53.1
Loja 3,Top,EGG,10,65.76
Loja 1,Blazer,M,6,23.8
Loja 1,Top,P,6,58.95
Loja 8,Calça Fem,GG,8,91.19
Loja 1,Camiseta Mang Long,PP,3,78.09
Loja 2,Blazer,EGG,6,93.83
Loja 6,Calça Masc,GG,1,74.54
Loja 2,Macacão,EGG,9,80.85
Loja 6,Blusa,M,1,48.05
Loja 1,Moletom,EGG,6,56.18
Loja 2,Shorts Academia,PP,9,33.06
Loja 1,Macacão,EGG,3,40.04
Loja 1,Calça Fem,M,9,16.94
Loja 8,Baby Look,EGG,3,81.22
Loja 6,Pijama,G,1,27.62
Loja 1,Top,PP,4,73.58
Loja 4,Camiseta,EGG,7,54.47
Loja 8,Calça Skini,PP,9,41.54
Loja 6,Shorts,M,10,17.21
Loja 7,Calça Fem,PP,4,36.24
Loja 2,Pijama,G,4,51.38
Loja 2,Calça Fem,GG,3,51.96
Loja 7,Jaqueta,P,7,93.09
Loja 6,Calça Masc,GG,7,69.53
Loja 1,Calça Fem,PP,8,45.38
Loja 9,Calça Masc,EGG,5,64.53
Loja 9,Legging,M,7,52.66
Loja 7,Calça Camuflada,G,1,55.91
Loja 7,Blusa,M,3,70.94
Loja 8,Blusa,G,10,68.59
Loja 1,Blazer,PP,9,90.31
Loja 7,Camiseta Mang Long,G,1,52.1
Loja 4,Calça Skini,M,3,99.03
Loja 8,Calça Fem,PP,1,89.55
Loja 2,Pijama,M,7,26.88
Loja 9,Jaqueta,M,7,63.47
Loja 2,Blazer,GG,5,20.31
Loja 4,Moletom,GG,5,50.83
Loja 8,Blazer,M,1,93.15
Loja 8,Blusa,M,2,23.86
Loja 3,Blazer,M,8,48.38
Loja 2,Shorts,GG,6,57.14
Loja 8,Blazer,G,8,53.5
Loja 10,Calça Skini,M,3,74.95
Loja 3,Macacão,PP,8,43.55
Loja 1,Blusa,M,2,84.91
Loja 3,Blazer,G,9,38.73
Loja 6,Calça Fem,GG,2,13.57
Loja 9,Camiseta Mang Long,P,7,13.35
Loja 9,Baby Look,EGG,8,44.28
Loja 8,Camiseta,EGG,7,38.05
Loja 1,Calça Skini,EGG,6,74.73
Loja 5,Legging,G,9,55.26
Loja 6,Shorts,GG,9,17.71
Loja 3,Baby Look,P,8,67.83
Loja 5,Top,EGG,7,58.18
Loja 3,Vestido,PP,6,13.83
Loja 9,Shorts,G,6,64.74
Loja 3,Regata,M,4,27.38
Loja 4,Moletom,EGG,5,79.02
Loja 10,Blusa,EGG,10,49.12
Loja 8,Camiseta Mang Long,EGG,5,43.31
Loja 5,Camiseta,PP,3,75.96
Loja 5,Camiseta,G,6,72.21
Loja 8,Pijama,M,8,74.38
Loja 7,Camiseta Mang Long,EGG,5,27.35
Loja 8,Camiseta Mang Long,M,1,43.05
Loja 7,Baby Look,G,4,54.36
Loja 8,Calça Masc,PP,7,82.01
Loja 10,Regata,M,10,66.24
Loja 9,Legging,P,5,63.63
Loja 8,Pijama,EGG,4,51.01
Loja 2,Moletom,PP,4,44.11
